Symbol,HedgeFlag,Long,LongAvail,LongCost,Short,ShortAvail,ShortCost,RedPurAvailable,DayLong,DayShort,YdLongRemain,YdShortRemain,PreQuota,Quota,Trading?PL,Position?PL,Total?PL,Total?Stocks?Value,Total?Future?Value,Delta,Gamma,Vega,Theta,Undl,C/P,Expire,Strike,StrategyGroup,Strategy,SubStrategy,Account
601515?CG,SPECULATION,40,40,0,0,0,0,0,0,0,40,0,0,0,0,2.8,2.8,452,0,452,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601567?CG,SPECULATION,30,30,0,0,0,0,0,0,0,30,0,0,0,0,-1.2,-1.2,330.9,0,330.9,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601699?CG,SPECULATION,26,26,0,0,0,0,0,0,0,26,0,0,0,0,6.24,6.24,271.18,0,271.18,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601877?CG,SPECULATION,37,37,0,0,0,0,0,0,0,37,0,0,0,0,13.69,13.69,811.41,0,811.41,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601928?CG,SPECULATION,37,37,0,0,0,0,0,0,0,37,0,0,0,0,-0.37,-0.37,341.88,0,341.88,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601998?CG,SPECULATION,84,84,0,0,0,0,0,0,0,84,0,0,0,0,-1.68,-1.68,531.72,0,531.72,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603002?CG,SPECULATION,69,69,0,0,0,0,0,0,0,69,0,0,0,0,6.9,6.9,390.54,0,390.54,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603021?CG,SPECULATION,80,80,0,0,0,0,0,0,0,80,0,0,0,0,2.4,2.4,1018.4,0,1018.4,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603100?CG,SPECULATION,18,18,0,0,0,0,0,0,0,18,0,0,0,0,1.44,1.44,206.1,0,206.1,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603518?CG,SPECULATION,23,23,0,0,0,0,0,0,0,23,0,0,0,0,4.6,4.6,560.05,0,560.05,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603568?CG,SPECULATION,30,30,0,0,0,0,0,0,0,30,0,0,0,0,9.6,9.6,656.7,0,656.7,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
601155?CG,SPECULATION,50,50,0,0,0,0,0,0,0,50,0,0,0,0,4,4,917,0,917,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
502018?CG,SPECULATION,3200,3200,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,3353.6,0,3353.6,0,0,0,399991?CS,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603377?CG,SPECULATION,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0.9,0.9,63.9,0,63.9,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
511900?CG,SPECULATION,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300532?CS,SPECULATION,11,11,0,0,0,0,0,0,0,11,0,0,0,0,-1.54,-1.54,299.97,0,299.97,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300546?CS,SPECULATION,50,50,0,0,0,0,0,0,0,50,0,0,0,0,22.5,22.5,1391.5,0,1391.5,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603421?CG,SPECULATION,41,41,0,0,0,0,0,0,0,41,0,0,0,0,98.4,98.4,1359.97,0,1359.97,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300558?CS,SPECULATION,10,10,0,0,0,0,0,0,0,10,0,0,0,0,3.6,3.6,545.5,0,545.5,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300567?CS,SPECULATION,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954.52,0,2954.52,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300595?CS,SPECULATION,80,80,0,0,0,0,0,0,0,80,0,0,0,0,-7.2,-7.2,4172.8,0,4172.8,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603037?CG,SPECULATION,50,50,0,0,0,0,0,0,0,50,0,0,0,0,12,12,1678,0,1678,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
300616?CS,SPECULATION,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10883.92,0,10883.92,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
603042?CG,SPECULATION,65,65,0,0,0,0,0,0,0,65,0,0,0,0,73.45,73.45,2348.45,0,2348.45,0,0,0,NA,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
IC1710?CFF,SPECULATION,6,6,683.4666667,0,0,0,0,0,0,6,0,0,0,0,89040,89040,0,7871040,7871040,0,0,0,IC1710?CFF,NA,NA,0,manual,default,default-manual-steady_return-@172.16.10.120:17103,steady_return
m1803-P-2950?DCE,SPECULATION,0,0,0,1,1,258,0,0,0,0,1,0,0,0,0,0,0,0,19544.982,-1031.194405,-56.5359653,3.547960728,m1803?DCE,P,2018/2/15,2950,MarketMaking1,m,m-MarketMaking1-absolute_return-@172.16.10.119:17103,absolute_return
m1803-P-3000?DCE,SPECULATION,0,0,0,1,1,291.5,0,0,0,0,1,0,0,0,0,0,0,0,21121.5811,-915.4875561,-50.71716987,3.216083418,m1803?DCE,P,2018/2/15,3000,MarketMaking1,m,m-MarketMaking1-absolute_return-@172.16.10.119:17103,absolute_return
m1803-P-3050?DCE,SPECULATION,0,0,0,1,1,329,0,0,0,0,1,0,0,0,-95,-95,0,0,22452.58162,-793.0651521,-44.47399208,2.854782922,m1803?DCE,P,2018/2/15,3050,MarketMaking1,m,m-MarketMaking1-absolute_return-@172.16.10.119:17103,absolute_return
m1803-P-3100?DCE,SPECULATION,0,0,0,1,1,367.5,0,0,0,0,1,0,0,0,-125,-125,0,0,23549.05665,-673.5303221,-38.28881134,2.491473913,m1803?DCE,P,2018/2/15,3100,MarketMaking1,m,m-MarketMaking1-absolute_return-@172.16.10.119:17103,absolute_return
m1711-C-3100?DCE,SPECULATION,0,0,0,1,1,32.5,0,0,0,0,1,0,0,0,0,0,0,0,-54.51237479,-50.12822895,-0.319401052,0.236821759,m1711?DCE,C,2017/10/13,3100,MarketMaking1,m,m-MarketMaking1-absolute_return-@172.16.10.119:17103,absolute_return
m1711-C-3100?DCE,SPECULATION,0,0,0,1,1,3.25,0,0,0,0,1,0,0,0,0,0,0,0,-54.51237479,-50.12822895,-0.319401052,0.236821759,m1711?DCE,C,2017/10/13,3100,MarketMaking1,m,m-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR801P7100?ZCE,SPECULATION,3,3,0,0,0,0,0,0,0,3,0,0,0,0,30,30,0,0,-183270.8346,230.8126678,4.180898907,-0.58150428,SR801?ZCE,P,2017/11/24,7100,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR801P7400?ZCE,SPECULATION,2,2,132.0875,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-122386.6278,23.2708027,0.453865719,-0.067969898,SR801?ZCE,P,2017/11/24,7400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6400?ZCE,SPECULATION,4,4,18.075,0,0,0,0,0,0,4,0,0,0,0,40,40,0,0,96049.04336,10081.57927,651.3681455,-26.18715632,SR805?ZCE,C,2018/3/26,6400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6500?ZCE,SPECULATION,1,1,207.6,0,0,0,0,0,0,1,0,0,0,0,100,100,0,0,20038.78994,2399.330003,153.7777202,-6.132827218,SR805?ZCE,C,2018/3/26,6500,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6600?ZCE,SPECULATION,4,4,12.8,0,0,0,0,0,0,4,0,0,0,0,-20,-20,0,0,65499.32525,8835.651553,563.1336998,-22.33306516,SR805?ZCE,C,2018/3/26,6600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6700?ZCE,SPECULATION,8,8,3.7461,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,104970.1475,15760.4828,1001.415739,-39.59343546,SR805?ZCE,C,2018/3/26,6700,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6800?ZCE,SPECULATION,8,8,3.165625,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,82670.3255,13653.20854,867.1129334,-34.26734699,SR805?ZCE,C,2018/3/26,6800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C6900?ZCE,SPECULATION,8,8,2.6828125,0,0,0,0,0,0,8,0,0,0,0,-320,-320,0,0,64174.93587,11528.33688,733.6616682,-29.05285903,SR805?ZCE,C,2018/3/26,6900,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C7100?ZCE,SPECULATION,8,8,1.705475,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,37488.48577,7731.667113,497.3253971,-19.90545031,SR805?ZCE,C,2018/3/26,7100,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C7200?ZCE,SPECULATION,8,8,1.2375,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,28383.31819,6190.114798,401.4176752,-16.19787927,SR805?ZCE,C,2018/3/26,7200,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR805C7400?ZCE,SPECULATION,8,8,0.8,0,0,0,0,0,0,8,0,0,0,0,-440,-440,0,0,16187.61239,3862.019184,255.6620389,-10.5312991,SR805?ZCE,C,2018/3/26,7400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6400?ZCE,SPECULATION,1,1,48.35,0,0,0,0,0,0,1,0,0,0,0,-170,-170,0,0,25764.65181,1961.775155,217.7553616,-4.987173074,SR809?ZCE,C,2018/7/25,6400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6600?ZCE,SPECULATION,8,8,5.178125,0,0,0,0,0,0,8,0,0,0,0,-1080,-1080,0,0,157866.468,14606.64809,1611.874867,-36.70101179,SR809?ZCE,C,2018/7/25,6600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6700?ZCE,SPECULATION,8,8,4,0,0,0,0,0,0,8,0,0,0,0,-520,-520,0,0,136066.2894,13707.72254,1511.794833,-34.40221168,SR809?ZCE,C,2018/7/25,6700,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6800?ZCE,SPECULATION,8,8,3.7289,0,0,0,0,0,0,8,0,0,0,0,-760,-760,0,0,116241.5269,12651.20641,1396.628264,-31.81234386,SR809?ZCE,C,2018/7/25,6800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C7000?ZCE,SPECULATION,8,8,2.874225,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,83014.62625,10317.81124,1146.213318,-26.27297656,SR809?ZCE,C,2018/7/25,7000,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C7100?ZCE,SPECULATION,2,2,8.325,0,0,0,0,0,0,2,0,0,0,0,-10,-10,0,0,17393.0177,2287.535581,255.4096789,-5.884001845,SR809?ZCE,C,2018/7/25,7100,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C7200?ZCE,SPECULATION,2,2,8.5,0,0,0,0,0,0,2,0,0,0,0,-30,-30,0,0,14520.23807,2009.013765,225.6929914,-5.231415194,SR809?ZCE,C,2018/7/25,7200,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C7400?ZCE,SPECULATION,8,8,1.121875,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40200.54235,6060.544784,691.1645807,-16.2636208,SR809?ZCE,C,2018/7/25,7400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6300?ZCE,SPECULATION,8,8,6.8265625,0,0,0,0,0,0,8,0,0,0,0,-800,-800,0,0,231648.2276,15795.919,1762.538895,-40.57873248,SR809?ZCE,C,2018/7/25,6300,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR809C6200?ZCE,SPECULATION,8,8,8.55,0,0,0,0,0,0,8,0,0,0,0,-560,-560,0,0,257374.8258,15578.49509,1750.030825,-40.56316659,SR809?ZCE,C,2018/7/25,6200,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR811C6800?ZCE,SPECULATION,8,8,4.5375,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,127904.1085,12083.70594,1613.970896,-30.28952254,SR811?ZCE,C,2018/9/24,6800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR811C6900?ZCE,SPECULATION,3,3,9.35,0,0,0,0,0,0,3,0,0,0,0,-330,-330,0,0,41559.92677,4193.265531,561.2821078,-10.5562875,SR811?ZCE,C,2018/9/24,6900,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR811P6800?ZCE,SPECULATION,1,1,34.7,0,0,0,0,0,0,1,0,0,0,0,255,255,0,0,-42901.98644,1510.463242,201.746362,-3.786190317,SR811?ZCE,P,2018/9/24,6800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR811P6900?ZCE,SPECULATION,3,3,13.51666667,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-135110.0732,4193.265531,561.2821078,-10.5562875,SR811?ZCE,P,2018/9/24,6900,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C5600?ZCE,SPECULATION,1,1,70.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46323.10364,1115.900508,188.9958179,-3.193922751,SR901?ZCE,C,2018/11/26,5600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C5700?ZCE,SPECULATION,1,1,63.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44321.20496,1230.874128,206.2021278,-3.446816288,SR901?ZCE,C,2018/11/26,5700,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C5800?ZCE,SPECULATION,1,1,57.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42134.75779,1339.364909,222.1471877,-3.676446222,SR901?ZCE,C,2018/11/26,5800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C5900?ZCE,SPECULATION,1,1,50.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39782.70564,1437.077543,236.2177152,-3.87427301,SR901?ZCE,C,2018/11/26,5900,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6000?ZCE,SPECULATION,1,1,44.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37291.94741,1519.871825,247.8414814,-4.03261279,SR901?ZCE,C,2018/11/26,6000,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6100?ZCE,SPECULATION,1,1,39.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34696.46984,1584.114848,256.5353068,-4.145272837,SR901?ZCE,C,2018/11/26,6100,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6200?ZCE,SPECULATION,1,1,35.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32035.77807,1627.012133,261.9480594,-4.208090529,SR901?ZCE,C,2018/11/26,6200,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6300?ZCE,SPECULATION,1,1,30.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29352.74737,1646.869064,263.8924125,-4.219298297,SR901?ZCE,C,2018/11/26,6300,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6400?ZCE,SPECULATION,1,1,27.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26691.11545,1643.242227,262.36054,-4.179659861,SR901?ZCE,C,2018/11/26,6400,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6500?ZCE,SPECULATION,1,1,23.9,0,0,0,0,0,0,1,0,0,0,0,-75,-75,0,0,24092.89682,1616.957489,257.5214212,-4.092357951,SR901?ZCE,C,2018/11/26,6500,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901C6600?ZCE,SPECULATION,1,1,20.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21596.01368,1569.994208,249.7004379,-3.962653081,SR901?ZCE,C,2018/11/26,6600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P5600?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,130,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,5600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P5700?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275,275,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,5700,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P5800?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335,335,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,5800,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P5900?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285,285,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,5900,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6000?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,325,325,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6000,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6100?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,720,720,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6100,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6200?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,770,770,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6200,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6300?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,690,690,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6300,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6500?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,375,375,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6500,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
SR901P6600?ZCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,405,405,0,0,0,0,0,0,SR901?ZCE,P,2018/11/26,6600,MarketMaking1,SR,SR-MarketMaking1-steady_return-@172.16.10.119:17103,steady_return
10000846?CG,SPECULATION,1,1,0.3323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27099.52249,0.704555933,0.001088903,-2.00311174,510050?CG,C,2017/9/27,2.4,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000847?CG,SPECULATION,18,18,0.282,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,487770.9675,44.95483028,0.062024739,-37.80282947,510050?CG,C,2017/9/27,2.45,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000850?CG,SPECULATION,48,48,0.031102083,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,-5.560843585,8.046091602,0.013557359,-0.41640066,510050?CG,P,2017/9/27,2.35,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000855?CG,SPECULATION,4,4,0.22715,0,0,0,0,3,0,1,0,0,0,138,0,138,0,0,108381.5896,31.13955981,0.036910098,-9.015349877,510050?CG,C,2017/9/27,2.5,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000887?CG,SPECULATION,0,0,0,32,32,0.513725,0,0,32,0,0,0,0,-1272,0,-1272,0,0,-847255.3538,-4778.363989,-216.3527613,87.65054918,510050?CG,C,2017/12/27,2.25,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000897?CG,SPECULATION,0,0,0,50,50,0.569716,0,0,0,0,50,0,0,0,0,0,0,0,-1333703.579,-5220.412993,-244.5644644,123.7536059,510050?CG,C,2017/12/27,2.2,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000899?CG,SPECULATION,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,-69477.54731,-2160.5655,-85.00828211,15.5386411,510050?CG,C,2017/12/27,2.5,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000915?CG,SPECULATION,0,0,0,31,31,0,0,0,0,0,31,0,0,0,0,0,0,0,-671411.7503,-27914.49603,-1079.464393,180.1806675,510050?CG,C,2017/12/27,2.55,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000922?CG,SPECULATION,50,50,0.010188,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,-1674.73048,4016.584029,2.900145421,-38.07456898,510050?CG,P,2017/9/27,2.6,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000924?CG,SPECULATION,3,3,0.0189,0,0,0,0,3,0,0,0,0,0,-3,0,-3,0,0,-21885.72723,3216.650819,122.8989125,-12.74693468,510050?CG,P,2017/12/27,2.6,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000929?CG,SPECULATION,3,3,0.074,0,0,0,0,3,0,0,0,0,0,210,0,210,0,0,80438.3163,2318.904208,1.193324976,-17.6688937,510050?CG,C,2017/9/27,2.65,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000930?CG,SPECULATION,50,50,0.004844,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,-14361.395,38648.40347,19.88874961,-185.5864027,510050?CG,P,2017/9/27,2.65,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000949?CG,SPECULATION,47,47,0.013582979,0,0,0,0,47,0,0,0,0,0,8421,0,8421,0,0,837744.7949,479857.2961,244.9341017,-2349.678594,510050?CG,C,2017/9/27,2.7,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000950?CG,SPECULATION,50,50,0.011018,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,-463782.133,510486.4852,260.5681933,-2388.708294,510050?CG,P,2017/9/27,2.7,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000951?CG,SPECULATION,0,0,0,29,29,0.079944828,0,0,0,0,29,0,0,0,0,0,0,0,-443982.0659,-37308.21436,-1416.497864,201.7286574,510050?CG,C,2017/12/27,2.7,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000952?CG,SPECULATION,50,50,0.044566,0,0,0,0,50,0,0,0,0,0,-683,0,-683,0,0,-589513.6794,64324.50752,2442.237696,-237.5446103,510050?CG,P,2017/12/27,2.7,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000957?CG,SPECULATION,0,0,0,17,17,0.005688235,0,0,0,0,17,0,0,0,0,0,0,0,-69265.99186,-77651.91745,-56.31910211,751.0458994,510050?CG,C,2017/9/27,2.75,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000958?CG,SPECULATION,0,0,0,18,18,0.028205556,0,0,3,0,15,0,0,216,0,216,0,0,414459.538,-82219.6773,-59.63199047,754.5434822,510050?CG,P,2017/9/27,2.75,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000959?CG,SPECULATION,0,0,0,37,37,0.136781081,0,0,0,0,37,0,0,0,0,0,0,0,-478582.7031,-47877.77009,-1828.604361,254.6897538,510050?CG,C,2017/12/27,2.75,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000966?CG,SPECULATION,0,0,0,3,3,0.0757,0,0,3,0,0,0,0,210,0,210,0,0,77726.18207,-3998.570307,-3.958732511,64.90895296,510050?CG,P,2017/9/27,2.8,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000967?CG,SPECULATION,0,0,0,68,68,0.074777941,0,0,0,0,68,0,0,0,0,0,0,0,-726006.7268,-84059.98147,-3246.530595,447.260666,510050?CG,C,2017/12/27,2.8,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000972?CG,SPECULATION,0,0,0,6,6,0.14225,0,0,0,0,6,0,0,0,0,0,0,0,-84836.70224,-5280.411781,-437.5258618,30.18905076,510050?CG,C,2018/3/28,2.75,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000973?CG,SPECULATION,0,0,0,50,50,0.123186,0,0,0,0,50,0,0,0,0,0,0,0,-628325.442,-43633.15362,-3636.358455,246.6011275,510050?CG,C,2018/3/28,2.8,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
10000977?CG,SPECULATION,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,13,0,0,0,0,0,0,510050?CG,P,2018/3/28,2.75,MarketMaking1,SSE50,SSE50-MarketMaking1-absolute_return-@172.16.10.120:17103,absolute_return
